Reactome Pathway	Sum	Avg	StdDev
G2/M DNA damage checkpoint	1	0.03125	0.176776695296637
Regulation of signaling by CBL	2	0.0625	0.245934688418982
MyD88-independent cascade	9	0.28125	0.522671487524399
Iron uptake and transport	4	0.125	0.336010752516124
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	2	0.0625	0.245934688418982
NEP/NS2 Interacts with the Cellular Export Machinery	2	0.0625	0.245934688418982
Synthesis of IP3 and IP4 in the cytosol	4	0.125	0.421211769587116
Regulation of PAK-2p34 activity by PS-GAP/RHG10	1	0.03125	0.176776695296637
Inwardly rectifying K+ channels	2	0.0625	0.245934688418982
Zinc transporters	1	0.03125	0.176776695296637
Caspase-mediated cleavage of cytoskeletal proteins	3	0.09375	0.296144581080299
Activation of NOXA and translocation to mitochondria	3	0.09375	0.296144581080299
MPS VII - Sly syndrome	12	0.375	0.707106781186548
Classical Kir channels	0	0	0
Regulation of Cholesterol Biosynthesis by SREBP (SREBF)	5	0.15625	0.447889315243931
Nicotinamide salvaging	0	0	0
RNA Polymerase III Abortive And Retractive Initiation	1	0.03125	0.176776695296637
Phosphorylation of the APC/C	0	0	0
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	0	0	0
DAP12 interactions	42	1.3125	1.09064940701962
Homologous DNA pairing and strand exchange	0	0	0
Senescence-Associated Secretory Phenotype (SASP)	5	0.15625	0.368902032628474
Resolution of AP sites via the single-nucleotide replacement pathway	0	0	0
Serotonin clearance from the synaptic cleft	0	0	0
The IPAF inflammasome	1	0.03125	0.176776695296637
Beta oxidation of butanoyl-CoA to acetyl-CoA	0	0	0
Golgi Associated Vesicle Biogenesis	3	0.09375	0.296144581080299
Gluconeogenesis	1	0.03125	0.176776695296637
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	1	0.03125	0.176776695296637
Cell junction organization	12	0.375	0.751342883796911
FCERI mediated MAPK activation	9	0.28125	0.522671487524399
Transferrin endocytosis and recycling	2	0.0625	0.245934688418982
Gastrin-CREB signalling pathway via PKC and MAPK	12	0.375	0.553580719410662
HIV Infection	17	0.53125	0.671271062023142
Nucleotide Excision Repair	3	0.09375	0.296144581080299
Proton-coupled neutral amino acid transporters	0	0	0
Sema4D in semaphorin signaling	5	0.15625	0.368902032628474
Leading Strand Synthesis	1	0.03125	0.176776695296637
CDO in myogenesis	9	0.28125	0.522671487524399
Presynaptic function of Kainate receptors	1	0.03125	0.176776695296637
Telomere Maintenance	3	0.09375	0.296144581080299
"Cell death signalling via NRAGE, NRIF and NADE"	9	0.28125	0.522671487524399
Hormone ligand-binding receptors	1	0.03125	0.176776695296637
BMAL1:CLOCK/NPAS2 Activates Circadian Expression	4	0.125	0.336010752516124
Golgi Cisternae Pericentriolar Stack Reorganization	2	0.0625	0.245934688418982
Rho GTPase cycle	12	0.375	0.491869376837965
Inhibition of adenylate cyclase pathway	2	0.0625	0.245934688418982
PKA activation in glucagon signalling	2	0.0625	0.245934688418982
Vasopressin-like receptors	0	0	0
FGFR2 ligand binding and activation	2	0.0625	0.245934688418982
Regulated proteolysis of p75NTR	0	0	0
Neurotransmitter Clearance In The Synaptic Cleft	0	0	0
Glycogen synthesis	0	0	0
mRNA Editing: A to I Conversion	1	0.03125	0.176776695296637
p75NTR regulates axonogenesis	0	0	0
The NLRP3 inflammasome	2	0.0625	0.245934688418982
Pausing and recovery of HIV elongation	4	0.125	0.336010752516124
Mitochondrial Protein Import	2	0.0625	0.245934688418982
Ca2+ activated K+ channels	4	0.125	0.336010752516124
Acyl chain remodelling of PS	0	0	0
Factors involved in megakaryocyte development and platelet production	22	0.6875	0.931093703056233
Inhibition of TSC complex formation by PKB	0	0	0
RAF activation	0	0	0
Signaling by activated point mutants of FGFR3	1	0.03125	0.176776695296637
Autodegradation of Cdh1 by Cdh1:APC/C	4	0.125	0.336010752516124
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	6	0.1875	0.470929074859885
Propionyl-CoA catabolism	0	0	0
MyD88 cascade initiated on plasma membrane	8	0.25	0.508000508000762
Transport of inorganic cations/anions and amino acids/oligopeptides	6	0.1875	0.396557769456266
SMAC-mediated apoptotic response	2	0.0625	0.245934688418982
Conjugation of carboxylic acids	0	0	0
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	2	0.0625	0.245934688418982
IRS-related events triggered by IGF1R	6	0.1875	0.396557769456266
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0	0	0
G alpha (i) signalling events	16	0.5	0.622171016838255
The role of Nef in HIV-1 replication and disease pathogenesis	2	0.0625	0.245934688418982
Reactions specific to the complex N-glycan synthesis pathway	1	0.03125	0.176776695296637
Polo-like kinase mediated events	2	0.0625	0.245934688418982
Transport of organic anions	1	0.03125	0.176776695296637
Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes	1	0.03125	0.176776695296637
Molecules associated with elastic fibres	4	0.125	0.336010752516124
Abacavir metabolism	0	0	0
Chylomicron-mediated lipid transport	1	0.03125	0.176776695296637
CREB phosphorylation	1	0.03125	0.176776695296637
CaMK IV-mediated phosphorylation of CREB	0	0	0
RNA Polymerase II Transcription Elongation	5	0.15625	0.368902032628474
ATP sensitive Potassium channels	2	0.0625	0.245934688418982
Reversible Hydration of Carbon Dioxide	1	0.03125	0.176776695296637
DNA Damage Reversal	0	0	0
PP2A-mediated dephosphorylation of key metabolic factors	0	0	0
"Activation, translocation and oligomerization of BAX"	0	0	0
Synthesis of Ketone Bodies	0	0	0
RNA Polymerase III Transcription Initiation From Type 1 Promoter	1	0.03125	0.176776695296637
Toll Like Receptor 9 (TLR9) Cascade	10	0.3125	0.535061045658012
mRNA Splicing	10	0.3125	0.592289162160598
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"	0	0	0
Proton-coupled monocarboxylate transport	0	0	0
Amino acid and oligopeptide SLC transporters	3	0.09375	0.296144581080299
Pyrimidine salvage reactions	1	0.03125	0.176776695296637
Leukotriene receptors	0	0	0
Mitochondrial ABC transporters	0	0	0
Metabolism of water-soluble vitamins and cofactors	6	0.1875	0.470929074859885
Regulation of PLK1 Activity at G2/M Transition	5	0.15625	0.368902032628474
GRB7 events in ERBB2 signaling	0	0	0
Amine Oxidase reactions	0	0	0
DEx/H-box helicases activate type I IFN and inflammatory cytokines production	1	0.03125	0.176776695296637
Acyl chain remodeling of CL	0	0	0
Hydrolysis of LPE	0	0	0
GTP hydrolysis and joining of the 60S ribosomal subunit	3	0.09375	0.296144581080299
Defective AMN causes hereditary megaloblastic anemia 1	6	0.1875	0.470929074859885
Regulation of Rheb GTPase activity by AMPK	0	0	0
Synthesis of PIPs at the early endosome membrane	2	0.0625	0.245934688418982
Glutathione conjugation	11	0.34375	0.482558704434814
5-Phosphoribose 1-diphosphate biosynthesis	1	0.03125	0.176776695296637
SCF-beta-TrCP mediated degradation of Emi1	4	0.125	0.336010752516124
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	1	0.03125	0.176776695296637
Oxygen-dependent Asparagine Hydroxylation of Hypoxia-inducible Factor Alpha	0	0	0
PKA-mediated phosphorylation of key metabolic factors	0	0	0
Uncoating of the HIV Virion	0	0	0
Defective MMAA causes methylmalonic aciduria type cblA	6	0.1875	0.470929074859885
Thrombin signalling through proteinase activated receptors (PARs)	1	0.03125	0.176776695296637
Post-Elongation Processing of Intron-Containing pre-mRNA	4	0.125	0.421211769587116
Purine ribonucleoside monophosphate biosynthesis	0	0	0
Ligand-gated ion channel transport	3	0.09375	0.296144581080299
Negative regulation of FGFR signaling	4	0.125	0.336010752516124
Acetylation	0	0	0
p53-Dependent G1 DNA Damage Response	11	0.34375	0.60157722803504
Activation of the phototransduction cascade	1	0.03125	0.176776695296637
Signaling by Activin	4	0.125	0.336010752516124
"Inactivation, recovery and regulation of the phototransduction cascade"	2	0.0625	0.245934688418982
Chromosome Maintenance	9	0.28125	0.581120996783997
Vpu mediated degradation of CD4	4	0.125	0.336010752516124
Processing of Capped Intron-Containing Pre-mRNA	12	0.375	0.609071212532232
Antigen processing-Cross presentation	8	0.25	0.567961834247065
Cellular Senescence	21	0.65625	0.970845158910856
vRNP Assembly	0	0	0
Caspase-8 activation	1	0.03125	0.176776695296637
Trafficking and processing of endosomal TLR	1	0.03125	0.176776695296637
Other semaphorin interactions	0	0	0
FGFR3b ligand binding and activation	0	0	0
Transmission across Electrical Synapses	0	0	0
TRP channels	7	0.21875	0.420013440645154
Toll Like Receptor 3 (TLR3) Cascade	9	0.28125	0.522671487524399
Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	0	0	0
Synthesis of dolichyl-phosphate-glucose	0	0	0
FRS2-mediated cascade	3	0.09375	0.296144581080299
c-src mediated regulation of Cx43 function and closure of gap junctions	0	0	0
Destabilization of mRNA by KSRP	2	0.0625	0.245934688418982
Translation	6	0.1875	0.470929074859885
Tie2 Signaling	2	0.0625	0.353553390593274
Acetylcholine Neurotransmitter Release Cycle	2	0.0625	0.245934688418982
Repair synthesis for gap-filling by DNA polymerase in TC-NER	1	0.03125	0.176776695296637
Resolution of Sister Chromatid Cohesion	6	0.1875	0.470929074859885
p75NTR negatively regulates cell cycle via SC1	3	0.09375	0.296144581080299
NGF-independant TRKA activation	0	0	0
Establishment of Sister Chromatid Cohesion	1	0.03125	0.176776695296637
Loss of proteins required for interphase microtubule organization?é?áfrom the centrosome	5	0.15625	0.368902032628474
Defective MMAB causes methylmalonic aciduria type cblB	6	0.1875	0.470929074859885
Endosomal/Vacuolar pathway	0	0	0
MPS IIID - Sanfilippo syndrome D	12	0.375	0.707106781186548
PI Metabolism	6	0.1875	0.396557769456266
Zinc efflux and compartmentalization by the SLC30 family	0	0	0
phospho-PLA2 pathway	0	0	0
Sulfur amino acid metabolism	3	0.09375	0.296144581080299
Adenylate cyclase activating pathway	2	0.0625	0.245934688418982
TRIF-mediated TLR3/TLR4 signaling	9	0.28125	0.522671487524399
Type I hemidesmosome assembly	2	0.0625	0.245934688418982
SOS-mediated signalling	1	0.03125	0.176776695296637
Association of licensing factors with the pre-replicative complex	2	0.0625	0.245934688418982
Cytosolic Iron-sulfur Cluster Assembly	0	0	0
P2Y receptors	1	0.03125	0.176776695296637
Mineralocorticoid biosynthesis	1	0.03125	0.176776695296637
HDL-mediated lipid transport	2	0.0625	0.245934688418982
Role of Abl in Robo-Slit signaling	2	0.0625	0.245934688418982
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	5	0.15625	0.368902032628474
Glycosphingolipid metabolism	8	0.25	0.508000508000762
PLC beta mediated events	3	0.09375	0.296144581080299
The retinoid cycle in cones (daylight vision)	2	0.0625	0.245934688418982
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	5	0.15625	0.447889315243931
Viral RNP Complexes in the Host Cell Nucleus	0	0	0
Activation of caspases through apoptosome-mediated cleavage	2	0.0625	0.245934688418982
Chondroitin sulfate/dermatan sulfate metabolism	4	0.125	0.336010752516124
Trafficking of AMPA receptors	3	0.09375	0.296144581080299
The phototransduction cascade	2	0.0625	0.245934688418982
Syndecan interactions	2	0.0625	0.245934688418982
Metabolism of nucleotides	6	0.1875	0.470929074859885
Interferon gamma signaling	5	0.15625	0.368902032628474
Regulation of Insulin Secretion by Free Fatty Acids	1	0.03125	0.176776695296637
Glucagon-type ligand receptors	2	0.0625	0.245934688418982
Signaling by NOTCH	20	0.625	0.793115538912532
Tight junction interactions	3	0.09375	0.39015092199748
Constitutive Signaling by NOTCH1 HD Domain Mutants	0	0	0
Creation of C4 and C2 activators	5	0.15625	0.447889315243931
Vitamins	0	0	0
GPCR downstream signaling	75	2.34375	1.57826722051585
Synthesis of pyrophosphates in the cytosol	1	0.03125	0.176776695296637
TRAIL  signaling	1	0.03125	0.176776695296637
Nephrin interactions	2	0.0625	0.245934688418982
Serine biosynthesis	0	0	0
TGFBR2 Kinase Domain Mutants in Cancer	10	0.3125	0.535061045658012
Peroxisomal lipid metabolism	3	0.09375	0.296144581080299
CREB phosphorylation through the activation of Adenylate Cyclase	2	0.0625	0.245934688418982
"Platelet activation, signaling and aggregation"	19	0.59375	1.01152631397852
Deadenylation of mRNA	2	0.0625	0.245934688418982
TRIF-mediated programmed cell death	0	0	0
Degradation of beta-catenin by the destruction complex	6	0.1875	0.396557769456266
G-protein mediated events	3	0.09375	0.296144581080299
Digestion of dietary carbohydrate	1	0.03125	0.176776695296637
Regulation of DNA replication	9	0.28125	0.581120996783997
SMAC-mediated dissociation of IAP:caspase complexes	2	0.0625	0.245934688418982
PI3K events in ERBB2 signaling	23	0.71875	0.771858878961859
ABC-family proteins mediated transport	7	0.21875	0.420013440645154
Post-translational modification: synthesis of GPI-anchored proteins	3	0.09375	0.296144581080299
Free fatty acid receptors	0	0	0
CHL1 interactions	2	0.0625	0.245934688418982
Translesion synthesis by Pol eta	0	0	0
E2F-enabled inhibition of pre-replication complex formation	1	0.03125	0.176776695296637
RIP-mediated NFkB activation via ZBP1	3	0.09375	0.296144581080299
Glutathione synthesis and recycling	0	0	0
Transport to the Golgi and subsequent modification	1	0.03125	0.176776695296637
Xenobiotics	1	0.03125	0.176776695296637
Metabolism of vitamins and cofactors	6	0.1875	0.470929074859885
Signaling by FGFR1 mutants	6	0.1875	0.470929074859885
Presynaptic nicotinic acetylcholine receptors	1	0.03125	0.176776695296637
Defective TCN2 causes hereditary megaloblastic anemia	6	0.1875	0.470929074859885
Downregulation of TGF-beta receptor signaling	0	0	0
"Synthesis, Secretion, and Inactivation of Glucagon-like Peptide-1 (GLP-1)"	2	0.0625	0.245934688418982
Signaling by FGFR in disease	30	0.9375	0.800705334226059
Signaling by activated point mutants of FGFR1	2	0.0625	0.245934688418982
Nef Mediated CD4 Down-regulation	0	0	0
Cyclin A/B1 associated events during G2/M transition	0	0	0
Regulation of Commissural axon pathfinding by Slit and Robo	1	0.03125	0.176776695296637
MAP kinase activation in TLR cascade	5	0.15625	0.447889315243931
VEGF ligand-receptor interactions	2	0.0625	0.245934688418982
RNA Polymerase I Transcription Termination	3	0.09375	0.296144581080299
Defective GIF causes intrinsic factor deficiency	6	0.1875	0.470929074859885
Signaling by NOTCH3	1	0.03125	0.176776695296637
Orc1 removal from chromatin	9	0.28125	0.581120996783997
Acetylcholine Binding And Downstream Events	2	0.0625	0.245934688418982
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	0	0	0
Mitochondrial Uncoupling Proteins	0	0	0
Defective CD320 causes methylmalonic aciduria	6	0.1875	0.470929074859885
ER Quality Control Compartment (ERQC)	1	0.03125	0.176776695296637
Activation of Chaperone Genes by XBP1(S)	2	0.0625	0.245934688418982
ERK/MAPK targets	2	0.0625	0.353553390593274
Striated Muscle Contraction	6	0.1875	0.592289162160598
Assembly of collagen fibrils and other multimeric structures	6	0.1875	0.396557769456266
Processing of Capped Intronless Pre-mRNA	0	0	0
Nuclear Receptor transcription pathway	2	0.0625	0.245934688418982
FGFR3c ligand binding and activation	1	0.03125	0.176776695296637
Telomere Extension By Telomerase	1	0.03125	0.176776695296637
Loss of Function of SMAD4 in Cancer	10	0.3125	0.535061045658012
MHC class II antigen presentation	10	0.3125	0.535061045658012
Cytosolic sensors of pathogen-associated DNA	9	0.28125	0.522671487524399
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	2	0.0625	0.245934688418982
Transport of connexons to the plasma membrane	0	0	0
trans-Golgi Network Vesicle Budding	4	0.125	0.336010752516124
Destabilization of mRNA by Tristetraprolin (TTP)	2	0.0625	0.245934688418982
Ceramide signalling	0	0	0
PLC-mediated hydrolysis of PIP2	1	0.03125	0.176776695296637
Signaling by EGFR in Cancer	25	0.78125	0.792479774851313
Tat-mediated HIV elongation arrest and recovery	4	0.125	0.336010752516124
Prefoldin mediated transfer of substrate  to CCT/TriC	4	0.125	0.336010752516124
Initiation of Nuclear Envelope Reformation	0	0	0
IRS-related events	5	0.15625	0.368902032628474
ARMS-mediated activation	1	0.03125	0.176776695296637
Formation of HIV elongation complex in the absence of HIV Tat	5	0.15625	0.368902032628474
IRAK2 mediated activation of TAK1 complex	0	0	0
"Cobalamin (Cbl, vitamin B12) transport and metabolism"	4	0.125	0.421211769587116
Proton/oligonucleotide cotransporters	0	0	0
Viral Messenger RNA Synthesis	2	0.0625	0.245934688418982
NOSTRIN mediated eNOS trafficking	0	0	0
Downstream TCR signaling	6	0.1875	0.396557769456266
S6K1-mediated signalling	0	0	0
"Synthesis, Secretion, and Inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	1	0.03125	0.176776695296637
Scavenging of Heme from Plasma	6	0.1875	0.470929074859885
RNA Pol II CTD phosphorylation and interaction with CE	3	0.09375	0.296144581080299
G beta:gamma signalling through PLC beta	1	0.03125	0.176776695296637
Resolution of D-loop structures through Holliday junction intermediates	0	0	0
Activated point mutants of FGFR2	2	0.0625	0.245934688418982
Lagging Strand Synthesis	1	0.03125	0.176776695296637
Mitochondrial tRNA aminoacylation	6	0.1875	0.396557769456266
Translesion synthesis by Pol zeta	0	0	0
Signaling by TGF-beta Receptor Complex in Cancer	10	0.3125	0.535061045658012
Meiotic Synapsis	6	0.1875	0.470929074859885
Interleukin-1 signaling	4	0.125	0.336010752516124
Antiviral mechanism by IFN-stimulated genes	6	0.1875	0.470929074859885
2-LTR circle formation	0	0	0
Cytosolic tRNA aminoacylation	4	0.125	0.336010752516124
Tachykinin receptors bind tachykinins	2	0.0625	0.245934688418982
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	0	0	0
Glucagon signaling in metabolic regulation	2	0.0625	0.245934688418982
Assembly of the RAD51-ssDNA nucleoprotein complex	0	0	0
Pausing and recovery of Tat-mediated HIV elongation	4	0.125	0.336010752516124
RNA Polymerase III Transcription Initiation From Type 3 Promoter	1	0.03125	0.176776695296637
Carnitine synthesis	0	0	0
LDL-mediated lipid transport	0	0	0
Mitochondrial transcription termination	0	0	0
Amyloids	1	0.03125	0.176776695296637
Hydrolysis of LPC	0	0	0
Eukaryotic Translation Elongation	2	0.0625	0.245934688418982
RNA Polymerase III Chain Elongation	0	0	0
Regulation of innate immune responses to cytosolic DNA	1	0.03125	0.176776695296637
Post-transcriptional Silencing By Small RNAs	0	0	0
Mitotic G2-G2/M phases	9	0.28125	0.522671487524399
Regulation of Gene Expression by Hypoxia-inducible Factor	1	0.03125	0.176776695296637
Post-chaperonin tubulin folding pathway	1	0.03125	0.176776695296637
Axon guidance	46	1.4375	1.24272074043595
Adrenoceptors	1	0.03125	0.176776695296637
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0	0	0
cRNA Synthesis	0	0	0
tRNA Aminoacylation	7	0.21875	0.420013440645154
DNA Damage/Telomere Stress Induced Senescence	8	0.25	0.567961834247065
Toll Like Receptor 5 (TLR5) Cascade	8	0.25	0.508000508000762
G0 and Early G1	3	0.09375	0.296144581080299
MyD88:Mal cascade initiated on plasma membrane	9	0.28125	0.522671487524399
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	0	0	0
Tryptophan catabolism	1	0.03125	0.176776695296637
Pyrimidine metabolism	3	0.09375	0.296144581080299
IRAK1 recruits IKK complex	3	0.09375	0.296144581080299
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	1	0.03125	0.176776695296637
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	0	0	0
Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	4	0.125	0.336010752516124
Signaling by Rho GTPases	12	0.375	0.491869376837965
NS1 Mediated Effects on Host Pathways	0	0	0
Semaphorin interactions	8	0.25	0.43994134506406
HIV Life Cycle	11	0.34375	0.545324703509812
Na+/Cl- dependent neurotransmitter transporters	1	0.03125	0.176776695296637
Interconversion of polyamines	0	0	0
Stimuli-sensing channels	15	0.46875	0.671271062023142
HIV Transcription Elongation	5	0.15625	0.368902032628474
ABCA transporters in lipid homeostasis	1	0.03125	0.176776695296637
Complement cascade	7	0.21875	0.490843579315079
G alpha (z) signalling events	2	0.0625	0.245934688418982
VEGF binds to VEGFR leading to receptor dimerization	0	0	0
Toll Like Receptor 4 (TLR4) Cascade	11	0.34375	0.545324703509812
Resolution of D-loop structures	0	0	0
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	0	0	0
Signaling by ERBB4	29	0.90625	0.928383089726608
Organic cation/anion/zwitterion transport	1	0.03125	0.176776695296637
TRAF3-dependent IRF activation pathway	1	0.03125	0.176776695296637
Organic anion transport	1	0.03125	0.176776695296637
Highly sodium permeable acetylcholine nicotinic receptors	1	0.03125	0.176776695296637
Translation initiation complex formation	1	0.03125	0.176776695296637
PDE3B signalling	0	0	0
TRAF6 mediated induction of TAK1 complex	0	0	0
ERK1 activation	0	0	0
Laminin interactions	6	0.1875	0.470929074859885
Gap-filling DNA repair synthesis and ligation in GG-NER	1	0.03125	0.176776695296637
Degradation of GABA	0	0	0
Activation of TRKA receptors	0	0	0
Sphingolipid de novo biosynthesis	2	0.0625	0.245934688418982
Budding	0	0	0
p75NTR recruits signalling complexes	4	0.125	0.336010752516124
Mitotic Prophase	4	0.125	0.421211769587116
CREB phosphorylation through the activation of Ras	3	0.09375	0.296144581080299
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	0	0	0
AKT phosphorylates targets in the cytosol	5	0.15625	0.447889315243931
Protein folding	8	0.25	0.508000508000762
SHC1 events in ERBB2 signaling	1	0.03125	0.176776695296637
Interleukin-1 processing	1	0.03125	0.176776695296637
GRB2:SOS provides linkage to MAPK signaling for Intergrins	2	0.0625	0.245934688418982
Proteolytic Processing of SUMO	0	0	0
Integration of provirus	0	0	0
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	4	0.125	0.336010752516124
Abortive elongation of HIV-1 transcript in the absence of Tat	3	0.09375	0.296144581080299
APC-Cdc20 mediated degradation of Nek2A	1	0.03125	0.176776695296637
Eukaryotic Translation Initiation	3	0.09375	0.296144581080299
Processing of DNA ends prior to end rejoining	1	0.03125	0.176776695296637
MPS VI - Maroteaux-Lamy syndrome	12	0.375	0.707106781186548
RNA Polymerase III Transcription Termination	0	0	0
Nef mediated downregulation of MHC class I complex cell surface expression	1	0.03125	0.176776695296637
Cap-dependent Translation Initiation	3	0.09375	0.296144581080299
ABH2 mediated Reversal of Alkylation Damage	0	0	0
Transport of the SLBP Dependant Mature mRNA	2	0.0625	0.245934688418982
Nucleotide-like (purinergic) receptors	2	0.0625	0.245934688418982
alpha-linolenic acid (ALA) metabolism	0	0	0
Alpha-defensins	0	0	0
Fusion and Uncoating of the Influenza Virion	0	0	0
Mitotic Anaphase	9	0.28125	0.634206387491867
TWIK-releated acid-sensitive K+ channel (TASK)	0	0	0
Inhibition of replication initiation of damaged DNA by RB1/E2F1	1	0.03125	0.176776695296637
MRN complex relocalizes to nuclear foci	0	0	0
TRAF6 Mediated Induction of proinflammatory cytokines	8	0.25	0.508000508000762
Synthesis of IPs in the nucleus	0	0	0
Synthesis of Lipoxins (LX)	0	0	0
Regulation of actin dynamics for phagocytic cup formation	10	0.3125	0.535061045658012
PD-1 signaling	2	0.0625	0.245934688418982
Fatty Acyl-CoA Biosynthesis	2	0.0625	0.245934688418982
Pregnenolone biosynthesis	0	0	0
Signaling by FGFR2 amplification mutants	0	0	0
Signaling by NOTCH1 in Cancer	11	0.34375	0.60157722803504
"PTM: gamma carboxylation, hypusine formation and arylsulfatase activation"	6	0.1875	0.470929074859885
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	0	0	0
Serotonin and melatonin biosynthesis	0	0	0
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	6	0.1875	0.396557769456266
Nuclear Events (kinase and transcription factor activation)	2	0.0625	0.353553390593274
SRP-dependent cotranslational protein targeting to membrane	3	0.09375	0.39015092199748
Organic anion transporters	2	0.0625	0.245934688418982
Visual phototransduction	9	0.28125	0.581120996783997
Formation of Fibrin Clot (Clotting Cascade)	4	0.125	0.336010752516124
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	0	0	0
L1CAM interactions	22	0.6875	0.895778630487862
Formation of transcription-coupled NER (TC-NER) repair complex	3	0.09375	0.296144581080299
"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	3	0.09375	0.296144581080299
Activation of BAD and translocation to mitochondria	2	0.0625	0.245934688418982
Mitotic M-M/G1 phases	14	0.4375	0.840026881290309
Gamma-carboxylation of protein precursors	1	0.03125	0.176776695296637
PLC-gamma1 signalling	2	0.0625	0.245934688418982
Ribosomal scanning and start codon recognition	2	0.0625	0.245934688418982
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0	0	0
Synthesis of PIPs at the ER membrane	0	0	0
M/G1 Transition	5	0.15625	0.447889315243931
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	13	0.40625	0.712078964450505
Latent infection of Homo sapiens with Mycobacterium tuberculosis	4	0.125	0.421211769587116
Glucose transport	5	0.15625	0.368902032628474
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	10	0.3125	0.470929074859885
Tandem pore domain potassium channels	0	0	0
Classical antibody-mediated complement activation	3	0.09375	0.296144581080299
Relaxin receptors	0	0	0
Synthesis of DNA	10	0.3125	0.692703911983626
ZBP1(DAI) mediated induction of type I IFNs	3	0.09375	0.296144581080299
MPS IX - Natowicz syndrome	12	0.375	0.707106781186548
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	6	0.1875	0.396557769456266
Methionine salvage pathway	1	0.03125	0.176776695296637
Entry of Influenza Virion into Host Cell via Endocytosis	0	0	0
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	0	0	0
Diseases associated with visual transduction	9	0.28125	0.581120996783997
Synthesis of UDP-N-acetyl-glucosamine	3	0.09375	0.296144581080299
The AIM2 inflammasome	1	0.03125	0.176776695296637
Signaling by SCF-KIT	24	0.75	0.762000762001143
Activation of Na-permeable Kainate Receptors	0	0	0
NF-kB is activated and signals survival	3	0.09375	0.296144581080299
Interaction between L1 and Ankyrins	11	0.34375	0.545324703509812
Base-free sugar-phosphate removal via the single-nucleotide replacement pathway	0	0	0
Collagen degradation	3	0.09375	0.296144581080299
Gap junction degradation	0	0	0
G-protein beta:gamma signalling	2	0.0625	0.245934688418982
SHC-related events triggered by IGF1R	1	0.03125	0.176776695296637
Signal regulatory protein (SIRP) family interactions	13	0.40625	0.498990917235846
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	0	0	0
Transport of connexins along the secretory pathway	0	0	0
ChREBP activates metabolic gene expression	0	0	0
Peptide hormone biosynthesis	1	0.03125	0.176776695296637
Cation-coupled Chloride cotransporters	1	0.03125	0.176776695296637
G alpha (q) signalling events	10	0.3125	0.535061045658012
Prolonged ERK activation events	1	0.03125	0.176776695296637
Metabolism of steroid hormones and vitamin D	1	0.03125	0.176776695296637
Reduction of cytosolic Ca++ levels	1	0.03125	0.176776695296637
Class A/1 (Rhodopsin-like receptors)	14	0.4375	0.715609372628355
Depurination	0	0	0
ATM mediated response to DNA double-strand break	2	0.0625	0.245934688418982
Cyclin B2 mediated events	0	0	0
Signal attenuation	2	0.0625	0.245934688418982
TGFBR1 KD Mutants in Cancer	10	0.3125	0.535061045658012
Proteolytic cleavage of SNARE complex proteins	1	0.03125	0.176776695296637
Beta-catenin phosphorylation cascade	2	0.0625	0.245934688418982
Role of DCC in regulating apoptosis	3	0.09375	0.39015092199748
Signaling by Robo receptor	5	0.15625	0.368902032628474
Sodium/Calcium exchangers	0	0	0
