Reactome Pathway	Sum	Avg	StdDev
DARPP-32 events	28	0.56	0.81215259448868
Synthesis of glycosylphosphatidylinositol (GPI)	14	0.28	0.496518491342365
Signaling by GPCR	1148	22.96	27.3778996227815
Heme degradation	4	0.08	0.27404751561787
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	25	0.5	0.886405260427918
NADPH regeneration	1	0.02	0.14142135623731
GABA B receptor activation	27	0.54	0.97331749125119
O2/CO2 exchange in erythrocytes	14	0.28	0.757008074256673
Transport of nucleotide sugars	9	0.18	0.437525509460387
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	11	0.22	0.41845195759648
Post-Elongation Processing of Intronless pre-mRNA	36	0.72	1.19591140208322
Synthesis of PIPs at the plasma membrane	63	1.26	1.0654116766848
Separation of Sister Chromatids	209	4.18	6.01593123060999
Histidine catabolism	4	0.08	0.27404751561787
Dopamine clearance from the synaptic cleft	6	0.12	0.385449644663773
IGF1R signaling cascade	142	2.84	3.2661529514156
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	18	0.36	0.692820323027551
Galactose catabolism	3	0.06	0.239897937482095
Cytochrome c-mediated apoptotic response	2	0.04	0.197948663722157
negative regulation of TCF-dependent signaling by DVL-interacting proteins	7	0.14	0.404565778814466
Eicosanoid ligand-binding receptors	13	0.26	0.599659767480439
Host Interactions of HIV factors	153	3.06	3.95593070655971
Deposition of new CENPA-containing nucleosomes at the centromere	45	0.9	1.63195137982798
"Transport of vitamins, nucleosides, and related molecules"	22	0.44	0.836903915192961
Neurofascin interactions	6	0.12	0.328260722659316
Facilitative Na+-independent glucose transporters	14	0.28	0.607436903584837
Class C/3 (Metabotropic glutamate/pheromone receptors)	40	0.8	1.74963553055941
Lysosphingolipid and LPA receptors	2	0.04	0.197948663722157
Unfolded Protein Response (UPR)	95	1.9	2.58133014279895
Myogenesis	43	0.86	1.24556355575642
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0	0	0
Ketone body metabolism	4	0.08	0.27404751561787
DSCAM interactions	20	0.4	0.63887656499994
Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	129	2.58	3.429107101011
eNOS activation	9	0.18	0.481917936955229
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	16	0.32	0.620730313782869
Recruitment of repair and signaling proteins to double-strand breaks	13	0.26	0.564602081296272
Nucleosome assembly	45	0.9	1.63195137982798
Eukaryotic Translation Termination	66	1.32	2.01464029300619
Regulation of HSF1-mediated heat shock response	43	0.86	1.47094305443404
Activation of Rac	24	0.48	0.762380803664362
Translocation of ZAP-70 to Immunological synapse	8	0.16	0.42185208743524
Basigin interactions	26	0.52	0.973946317089104
MASTL Facilitates Mitotic Progression	15	0.3	0.543983793275993
Miscellaneous substrates	9	0.18	0.481917936955229
EPH-ephrin mediated repulsion of cells	70	1.4	1.82946406783796
FCERI mediated Ca+2 mobilization	49	0.98	1.5049577931569
Neuronal System	376	7.52	7.95456485552895
Apoptotic cleavage of cellular proteins	63	1.26	1.98782005509266
S45 mutants of beta-catenin aren't phosphorylated	101	2.02	2.78838699624287
Recruitment of NuMA to mitotic centrosomes	17	0.34	0.557325977232319
Circadian Clock	83	1.66	1.84733674819305
Cysteine formation from homocysteine	1	0.02	0.14142135623731
Translesion synthesis by HREV1	4	0.08	0.395897327444315
Stabilization of p53	84	1.68	2.09411225163528
Opsins	19	0.38	0.725342987130635
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	3	0.06	0.239897937482095
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	10	0.2	0.494871659305394
CDK-mediated phosphorylation and removal of Cdc6	62	1.24	2.10499890930216
Inhibition of HSL	1	0.02	0.14142135623731
PCP/CE pathway	107	2.14	2.955520604025
Signaling by FGFR3 mutants	20	0.4	0.782460796435952
Activation and oligomerization of BAK protein	1	0.02	0.14142135623731
NICD traffics to nucleus	14	0.28	0.640153042925945
"Formation of the ternary complex, and subsequently, the 43S complex"	42	0.84	1.54338615269366
Sperm:Oocyte Membrane Binding	2	0.04	0.197948663722157
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	12	0.24	0.517450579322138
Signaling by NOTCH1 HD Domain Mutants in Cancer	108	2.16	2.49374728274621
Assembly of Viral Components at the Budding Site	1	0.02	0.14142135623731
G protein gated Potassium channels	10	0.2	0.571428571428571
Telomere C-strand (Lagging Strand) Synthesis	30	0.6	1.37023757808935
Myoclonic epilepsy of Lafora	328	6.56	8.01569888228273
YAP1- and WWTR1 (TAZ)-stimulated gene expression	28	0.56	0.732900305050323
Transfer of LPS from LBP carrier to CD14	2	0.04	0.197948663722157
Interactions of Tat with host cellular proteins	0	0	0
Nitric oxide stimulates guanylate cyclase	47	0.94	1.28428491975186
Regulation of mitotic cell cycle	115	2.3	2.96407056017806
Signalling to STAT3	2	0.04	0.197948663722157
RNA Polymerase I Chain Elongation	65	1.3	1.87627507665196
Meiotic synapsis	91	1.82	2.73070223456853
Mismatch Repair	24	0.48	1.01498969533323
N-glycan antennae elongation in the medial/trans-Golgi	15	0.3	0.614451804788759
Olfactory Signaling Pathway	460	9.2	16.8365491640984
Ubiquinol biosynthesis	7	0.14	0.534904149338544
Dual incision reaction in TC-NER	39	0.78	1.46091947563366
FasL/ CD95L signaling	11	0.22	0.464670170494017
Influenza Infection	141	2.82	3.74541897059676
"Polyamines are oxidized to amines, aldehydes and H2O2 by PAOs"	4	0.08	0.340467865366085
Platelet Adhesion to exposed collagen	20	0.4	0.728431359084684
Conjugation of phenylacetate with glutamine	2	0.04	0.282842712474619
Vitamin B1 (thiamin) metabolism	4	0.08	0.27404751561787
Budding and maturation of HIV virion	33	0.66	1.34937627314645
Arachidonate production from DAG	12	0.24	0.476380914300945
RAF/MAP kinase cascade	11	0.22	0.464670170494017
Glycogen breakdown (glycogenolysis)	10	0.2	0.606091526731326
Extrinsic Pathway	5	0.1	0.364215679542342
truncated APC mutants destabilize the destruction complex	101	2.02	2.78838699624287
FCGR activation	14	0.28	0.607436903584837
Assembly Of The HIV Virion	19	0.38	0.779586494265272
Cleavage of the damaged purine	3	0.06	0.239897937482095
FGFR2c ligand binding and activation	19	0.38	0.725342987130635
Vasopressin regulates renal water homeostasis via Aquaporins	38	0.76	1.11684687346812
"Formation of the active cofactor, UDP-glucuronate"	4	0.08	0.340467865366085
Metabolism of non-coding RNA	62	1.24	1.68498773688991
Cleavage of the damaged pyrimidine	4	0.08	0.27404751561787
Condensation of Prometaphase Chromosomes	13	0.26	0.486973158544552
Import of palmitoyl-CoA into the mitochondrial matrix	26	0.52	0.931095470674304
Netrin-1 signaling	82	1.64	2.20166912563526
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	81	1.62	2.33771212068203
Activation of NF-kappaB in B cells	85	1.7	2.54149241066531
Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF	129	2.58	3.429107101011
Role of second messengers in netrin-1 signaling	24	0.48	0.814160391358572
Acyl chain remodelling of PI	4	0.08	0.27404751561787
Erythrocytes take up oxygen and release carbon dioxide	14	0.28	0.757008074256673
Loss of Function of SMAD2/3 in Cancer	73	1.46	1.99192246386269
Vitamin B2 (riboflavin) metabolism	7	0.14	0.350509832753866
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	39	0.78	1.07456683251951
Formation of HIV-1 elongation complex containing HIV-1 Tat	47	0.94	1.40567363472
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	108	2.16	2.49374728274621
Unwinding of DNA	15	0.3	0.677630927178938
G2/M DNA damage checkpoint	16	0.32	0.740656079818041
MyD88-independent cascade	103	2.06	2.38541486572727
Regulation of signaling by CBL	29	0.58	0.758354825142114
Iron uptake and transport	59	1.18	1.35058566283411
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	15	0.3	0.707106781186548
NEP/NS2 Interacts with the Cellular Export Machinery	43	0.86	1.16075274661554
Regulation of PAK-2p34 activity by PS-GAP/RHG10	5	0.1	0.303045763365663
Synthesis of IP3 and IP4 in the cytosol	59	1.18	1.56087364338445
Toxicity of botulinum toxin type C (BoNT/C)	4	0.08	0.27404751561787
Inwardly rectifying K+ channels	15	0.3	0.788954358370519
MPS VII - Sly syndrome	177	3.54	4.28195072844333
Activation of NOXA and translocation to mitochondria	18	0.36	0.484873221385061
Caspase-mediated cleavage of cytoskeletal proteins	18	0.36	0.721676053732291
Zinc transporters	20	0.4	0.728431359084684
Classical Kir channels	1	0.02	0.14142135623731
Glycogen storage diseases	328	6.56	8.01569888228273
Nicotinamide salvaging	8	0.16	0.42185208743524
IRE1alpha activates chaperones	57	1.14	1.86273882183395
RNA Polymerase III Abortive And Retractive Initiation	62	1.24	1.70903959185579
Phosphorylation of the APC/C	41	0.82	1.02399776785471
Homologous DNA pairing and strand exchange	13	0.26	0.63277813115286
DAP12 interactions	246	4.92	5.22099372822876
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	2	0.04	0.197948663722157
Resolution of AP sites via the single-nucleotide replacement pathway	16	0.32	0.84370417487048
Senescence-Associated Secretory Phenotype (SASP)	78	1.56	1.73980998258724
Serotonin clearance from the synaptic cleft	4	0.08	0.27404751561787
The IPAF inflammasome	2	0.04	0.197948663722157
Golgi Associated Vesicle Biogenesis	75	1.5	2.07265973264956
Beta oxidation of butanoyl-CoA to acetyl-CoA	3	0.06	0.239897937482095
Gluconeogenesis	26	0.52	1.05443669069977
FCERI mediated MAPK activation	59	1.18	1.52114350112684
Cell junction organization	127	2.54	3.20847093087747
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	14	0.28	0.572855361593241
Gastrin-CREB signalling pathway via PKC and MAPK	272	5.44	5.55550838982246
Transferrin endocytosis and recycling	38	0.76	1.17038280847223
Nucleotide Excision Repair	63	1.26	2.31948270094864
HIV Infection	255	5.1	6.52858705843706
Proton-coupled neutral amino acid transporters	6	0.12	0.435187034620795
Leading Strand Synthesis	24	0.48	1.09246024538887
Sema4D in semaphorin signaling	36	0.72	1.16128008188009
Presynaptic function of Kainate receptors	14	0.28	0.640153042925945
CDO in myogenesis	43	0.86	1.24556355575642
Telomere Maintenance	72	1.44	2.45082243588655
"Cell death signalling via NRAGE, NRIF and NADE"	100	2	2.21313334068995
Hormone ligand-binding receptors	12	0.24	0.591090310445063
Golgi Cisternae Pericentriolar Stack Reorganization	11	0.22	0.464670170494017
Inhibition of adenylate cyclase pathway	17	0.34	0.717421687399412
Rho GTPase cycle	178	3.56	4.38997001523859
PKA activation in glucagon signalling	21	0.42	0.730948503169487
FGFR2 ligand binding and activation	26	0.52	0.95276182860189
Vasopressin-like receptors	6	0.12	0.328260722659316
Regulated proteolysis of p75NTR	9	0.18	0.522552604519197
Neurotransmitter Clearance In The Synaptic Cleft	12	0.24	0.476380914300945
Glycogen synthesis	10	0.2	0.451753951452626
mRNA Editing: A to I Conversion	34	0.68	0.652780551931192
The NLRP3 inflammasome	16	0.32	0.471212071499161
p75NTR regulates axonogenesis	5	0.1	0.416496563917521
Pausing and recovery of HIV elongation	32	0.64	0.942424142998322
Ca2+ activated K+ channels	23	0.46	0.838122293935579
Acyl chain remodelling of PS	4	0.08	0.27404751561787
Factors involved in megakaryocyte development and platelet production	151	3.02	3.79306563860626
RAF activation	6	0.12	0.385449644663773
Inhibition of TSC complex formation by PKB	2	0.04	0.197948663722157
Autodegradation of Cdh1 by Cdh1:APC/C	96	1.92	2.60172627150451
Signaling by activated point mutants of FGFR3	20	0.4	0.782460796435952
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	129	2.58	3.429107101011
Propionyl-CoA catabolism	7	0.14	0.350509832753866
MyD88 cascade initiated on plasma membrane	84	1.68	2.03479929311598
SMAC-mediated apoptotic response	2	0.04	0.197948663722157
Transport of inorganic cations/anions and amino acids/oligopeptides	96	1.92	3.02263569267159
Downstream signaling events of B Cell Receptor (BCR)	255	5.1	5.82482372510718
Conjugation of carboxylic acids	10	0.2	0.728431359084684
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	8	0.16	0.370328039909021
IRS-related events triggered by IGF1R	136	2.72	3.13661718208308
RNF mutants show enhanced WNT signaling and proliferation	240	4.8	6.24989795835067
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	8	0.16	0.42185208743524
G alpha (i) signalling events	244	4.88	5.36671525731161
The role of Nef in HIV-1 replication and disease pathogenesis	30	0.6	0.903507902905251
Reactions specific to the complex N-glycan synthesis pathway	6	0.12	0.385449644663773
Polo-like kinase mediated events	12	0.24	0.893514044063537
Transport of organic anions	6	0.12	0.328260722659316
Molecules associated with elastic fibres	38	0.76	1.59795788046966
Abacavir metabolism	4	0.08	0.27404751561787
Chylomicron-mediated lipid transport	24	0.48	1.03490115864428
CREB phosphorylation	4	0.08	0.27404751561787
ATF6-alpha activates chaperone genes	7	0.14	0.452205479752698
EPHB-mediated forward signaling	59	1.18	1.59961730117053
CaMK IV-mediated phosphorylation of CREB	1	0.02	0.14142135623731
RNA Polymerase II Transcription Elongation	47	0.94	1.40567363472
ATP sensitive Potassium channels	5	0.1	0.364215679542342
DNA Damage Reversal	3	0.06	0.239897937482095
PP2A-mediated dephosphorylation of key metabolic factors	12	0.24	0.517450579322138
"Activation, translocation and oligomerization of BAX"	1	0.02	0.14142135623731
mRNA decay by 3' to 5' exoribonuclease	23	0.46	0.862128358263692
Small interfering RNA (siRNA) biogenesis	12	0.24	0.555492059863531
Synthesis of Ketone Bodies	3	0.06	0.239897937482095
RNA Polymerase III Transcription Initiation From Type 1 Promoter	48	0.96	1.42799988566855
Toll Like Receptor 9 (TLR9) Cascade	99	1.98	2.36030091474864
mRNA Splicing	139	2.78	4.4229918768699
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"	1	0.02	0.14142135623731
Acetylcholine regulates insulin secretion	9	0.18	0.388087934491604
Proton-coupled monocarboxylate transport	4	0.08	0.27404751561787
Amino acid and oligopeptide SLC transporters	49	0.98	1.57129869593172
Pyrimidine salvage reactions	5	0.1	0.303045763365663
Leukotriene receptors	6	0.12	0.328260722659316
Mitochondrial ABC transporters	3	0.06	0.239897937482095
Metabolism of water-soluble vitamins and cofactors	129	2.58	3.429107101011
GRB7 events in ERBB2 signaling	9	0.18	0.481917936955229
Amine Oxidase reactions	10	0.2	0.571428571428571
Regulation of PLK1 Activity at G2/M Transition	86	1.72	2.30385657149937
Erythrocytes take up carbon dioxide and release oxygen	14	0.28	0.757008074256673
DEx/H-box helicases activate type I IFN and inflammatory cytokines production	14	0.28	0.536047515408392
Acyl chain remodeling of CL	8	0.16	0.370328039909021
Hydrolysis of LPE	2	0.04	0.282842712474619
GTP hydrolysis and joining of the 60S ribosomal subunit	94	1.88	2.7452370627347
Defective AMN causes hereditary megaloblastic anemia 1	129	2.58	3.429107101011
"Adrenaline,noradrenaline inhibits insulin secretion"	16	0.32	0.620730313782869
Regulation of Rheb GTPase activity by AMPK	17	0.34	0.798212288268514
Synthesis of PIPs at the early endosome membrane	17	0.34	0.65807387464463
Glutathione conjugation	28	0.56	1.12775739177089
5-Phosphoribose 1-diphosphate biosynthesis	7	0.14	0.404565778814466
SCF-beta-TrCP mediated degradation of Emi1	68	1.36	2.15482372971026
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	7	0.14	0.404565778814466
PKA-mediated phosphorylation of key metabolic factors	6	0.12	0.328260722659316
Uncoating of the HIV Virion	1	0.02	0.14142135623731
Defective MMAA causes methylmalonic aciduria type cblA	129	2.58	3.429107101011
Thrombin signalling through proteinase activated receptors (PARs)	26	0.52	0.838852471765897
Post-Elongation Processing of Intron-Containing pre-mRNA	48	0.96	1.4563022785571
Purine ribonucleoside monophosphate biosynthesis	17	0.34	0.592814112035612
Ligand-gated ion channel transport	58	1.16	1.78839798337472
Negative regulation of FGFR signaling	60	1.2	1.66598625567009
Acetylation	2	0.04	0.282842712474619
p53-Dependent G1 DNA Damage Response	91	1.82	2.27398777660815
KSRP destabilizes mRNA	32	0.64	1.02539191113865
Regulation of Hypoxia-inducible Factor (HIF) by oxygen	28	0.56	0.972268544409917
Activation of the phototransduction cascade	12	0.24	0.656521445318632
Signaling by Activin	16	0.32	0.652780551931192
"Inactivation, recovery and regulation of the phototransduction cascade"	29	0.58	1.16215844225216
Chromosome Maintenance	96	1.92	3.29402675230453
Vpu mediated degradation of CD4	62	1.24	2.10499890930216
Processing of Capped Intron-Containing Pre-mRNA	185	3.7	5.74012017224698
Antigen processing-Cross presentation	101	2.02	2.95883319529017
Cellular Senescence	200	4	4.01527694930148
Reproduction	41	0.82	1.25665574978567
vRNP Assembly	2	0.04	0.197948663722157
Trafficking and processing of endosomal TLR	22	0.44	0.907114735222145
Other semaphorin interactions	30	0.6	0.989743318610787
FGFR3b ligand binding and activation	13	0.26	0.63277813115286
Transmission across Electrical Synapses	9	0.18	0.437525509460387
TRP channels	39	0.78	1.11190221270229
Toll Like Receptor 3 (TLR3) Cascade	103	2.06	2.38541486572727
Hemostasis	618	12.36	13.1595546106629
Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	3	0.06	0.239897937482095
Synthesis of dolichyl-phosphate-glucose	0	0	0
FRS2-mediated cascade	52	1.04	1.51131784633579
c-src mediated regulation of Cx43 function and closure of gap junctions	0	0	0
Translation	149	2.98	3.72246352485522
Tie2 Signaling	40	0.8	0.880630571852711
Acetylcholine Neurotransmitter Release Cycle	32	0.64	0.963835873910457
Repair synthesis for gap-filling by DNA polymerase in TC-NER	22	0.44	1.09096474811639
Resolution of Sister Chromatid Cohesion	120	2.4	3.8703477668983
p75NTR negatively regulates cell cycle via SC1	7	0.14	0.350509832753866
NGF-independant TRKA activation	6	0.12	0.328260722659316
Establishment of Sister Chromatid Cohesion	21	0.42	0.78480466827545
VEGFR2 mediated cell proliferation	31	0.62	1.04764069241709
Defective MMAB causes methylmalonic aciduria type cblB	129	2.58	3.429107101011
Endosomal/Vacuolar pathway	6	0.12	0.328260722659316
MPS IIID - Sanfilippo syndrome D	177	3.54	4.28195072844333
PI Metabolism	108	2.16	1.53010603874239
Zinc efflux and compartmentalization by the SLC30 family	6	0.12	0.385449644663773
phospho-PLA2 pathway	2	0.04	0.197948663722157
Sulfur amino acid metabolism	19	0.38	0.923392149210989
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	55	1.1	1.63195137982798
Adenylate cyclase activating pathway	15	0.3	0.614451804788759
TRIF-mediated TLR3/TLR4 signaling	103	2.06	2.38541486572727
Type I hemidesmosome assembly	29	0.58	1.07076169722534
SOS-mediated signalling	21	0.42	0.730948503169487
Association of licensing factors with the pre-replicative complex	18	0.36	0.721676053732291
P2Y receptors	11	0.22	0.464670170494017
Sialic acid metabolism	37	0.74	1.08439769796276
Attenuation phase	33	0.66	1.20559918204812
Mineralocorticoid biosynthesis	16	0.32	0.652780551931192
HDL-mediated lipid transport	32	0.64	1.27391410340617
Role of Abl in Robo-Slit signaling	10	0.2	0.571428571428571
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	66	1.32	1.64676553725595
Glycosphingolipid metabolism	54	1.08	1.92555319377077
PLC beta mediated events	51	1.02	1.33232955413303
The retinoid cycle in cones (daylight vision)	13	0.26	0.664247310717867
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	103	2.06	2.77312172138777
Viral RNP Complexes in the Host Cell Nucleus	0	0	0
Activation of caspases through apoptosome-mediated cleavage	2	0.04	0.197948663722157
Chondroitin sulfate/dermatan sulfate metabolism	75	1.5	2.04290709229644
Trafficking of AMPA receptors	29	0.58	1.01196918562428
The phototransduction cascade	29	0.58	1.16215844225216
Syndecan interactions	33	0.66	1.18855082399723
Metabolism of nucleotides	77	1.54	2.24253864890591
Interferon gamma signaling	59	1.18	1.62493327963498
SUMO is proteolytically processed	5	0.1	0.416496563917521
Glucagon-type ligand receptors	23	0.46	0.930437685024788
Signaling by NOTCH	167	3.34	3.37221540455142
Tight junction interactions	41	0.82	1.22374467124812
Constitutive Signaling by NOTCH1 HD Domain Mutants	15	0.3	0.580288457473997
Activation of gene expression by SREBF (SREBP)	70	1.4	1.93780856660722
deactivation of the beta-catenin transactivating complex	45	0.9	1.3739560044051
Creation of C4 and C2 activators	21	0.42	0.810391691639019
Vitamins	6	0.12	0.385449644663773
GPCR downstream signaling	1036	20.72	25.2287817496491
Synthesis of pyrophosphates in the cytosol	9	0.18	0.560247758603645
TRAIL  signaling	31	0.62	0.696639162299235
Nephrin interactions	44	0.88	1.31924530064174
Serine biosynthesis	3	0.06	0.239897937482095
TGFBR2 Kinase Domain Mutants in Cancer	73	1.46	1.99192246386269
Peroxisomal lipid metabolism	23	0.46	0.862128358263692
CREB phosphorylation through the activation of Adenylate Cyclase	9	0.18	0.437525509460387
"Platelet activation, signaling and aggregation"	282	5.64	5.62342041313444
Deadenylation of mRNA	31	0.62	0.923392149210989
TRIF-mediated programmed cell death	16	0.32	0.652780551931192
Degradation of beta-catenin by the destruction complex	101	2.02	2.78838699624287
Transport of glycerol from adipocytes to the liver by Aquaporins	1	0.02	0.14142135623731
G-protein mediated events	52	1.04	1.35465938184339
Digestion of dietary carbohydrate	12	0.24	0.517450579322138
Regulation of DNA replication	90	1.8	3.07723703264829
SMAC-mediated dissociation of IAP:caspase complexes	2	0.04	0.197948663722157
PI3K events in ERBB2 signaling	166	3.32	3.57679596674945
Disease	1446	28.92	32.3796610386766
ABC-family proteins mediated transport	66	1.32	1.96333743344108
Post-translational modification: synthesis of GPI-anchored proteins	31	0.62	0.923392149210989
Free fatty acid receptors	7	0.14	0.49528388066742
CHL1 interactions	11	0.22	0.41845195759648
Translesion synthesis by Pol eta	0	0	0
E2F-enabled inhibition of pre-replication complex formation	19	0.38	0.779586494265272
RIP-mediated NFkB activation via ZBP1	25	0.5	0.931314629314664
"Synthesis, secretion, and deacylation of Ghrelin"	10	0.2	0.404061017820884
Glutathione synthesis and recycling	18	0.36	0.749421545634514
Transport to the Golgi and subsequent modification	29	0.58	1.0515294982616
Xenobiotics	18	0.36	1.08345629862049
Metabolism of vitamins and cofactors	129	2.58	3.429107101011
negative regulation of TCF-dependent signaling by WNT ligand antagonists	28	0.56	0.81215259448868
Signaling by FGFR1 mutants	49	0.98	1.26958132259965
Presynaptic nicotinic acetylcholine receptors	23	0.46	0.838122293935579
Defective TCN2 causes hereditary megaloblastic anemia	129	2.58	3.429107101011
Downregulation of TGF-beta receptor signaling	21	0.42	1.1264899430695
Signaling by FGFR in disease	257	5.14	5.22165819311397
Signaling by activated point mutants of FGFR1	20	0.4	0.832993127835043
Nef Mediated CD4 Down-regulation	6	0.12	0.328260722659316
Cyclin A/B1 associated events during G2/M transition	24	0.48	0.973946317089104
MAP kinase activation in TLR cascade	57	1.14	1.42871427857214
Regulation of Commissural axon pathfinding by Slit and Robo	4	0.08	0.27404751561787
VEGF ligand-receptor interactions	11	0.22	0.506689938599091
RNA Polymerase I Transcription Termination	44	0.88	1.39444963907571
Defective GIF causes intrinsic factor deficiency	129	2.58	3.429107101011
Signaling by NOTCH3	16	0.32	0.551065757771026
Orc1 removal from chromatin	88	1.76	2.98677356465645
Acetylcholine Binding And Downstream Events	24	0.48	0.886174995386904
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	3	0.06	0.239897937482095
Mitochondrial Uncoupling Proteins	1	0.02	0.14142135623731
Defective CD320 causes methylmalonic aciduria	129	2.58	3.429107101011
ER Quality Control Compartment (ERQC)	12	0.24	0.686903730295503
ERK/MAPK targets	25	0.5	0.677630927178938
Striated Muscle Contraction	63	1.26	1.5624418356521
Assembly of collagen fibrils and other multimeric structures	91	1.82	2.94639177466201
Processing of Capped Intronless Pre-mRNA	36	0.72	1.19591140208322
O-glycosylation of TSR domain-containing proteins	59	1.18	1.88105484952959
Nuclear Receptor transcription pathway	72	1.44	1.34255315708237
FGFR3c ligand binding and activation	20	0.4	0.782460796435952
Telomere Extension By Telomerase	11	0.22	0.506689938599091
Loss of Function of SMAD4 in Cancer	73	1.46	1.99192246386269
MHC class II antigen presentation	103	2.06	3.20974282140981
Cytosolic sensors of pathogen-associated DNA	84	1.68	2.30739715537942
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	27	0.54	0.952119011597236
Transport of connexons to the plasma membrane	2	0.04	0.197948663722157
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	101	2.02	2.78838699624287
trans-Golgi Network Vesicle Budding	80	1.6	2.22233559801486
Developmental Biology	724	14.48	15.1094510225912
Ceramide signalling	2	0.04	0.197948663722157
PLC-mediated hydrolysis of PIP2	4	0.08	0.27404751561787
Mitochondrial biogenesis	77	1.54	1.80938595966157
Signaling by EGFR in Cancer	259	5.18	5.16538715778362
Tat-mediated HIV elongation arrest and recovery	32	0.64	0.942424142998322
Prefoldin mediated transfer of substrate  to CCT/TriC	44	0.88	1.1183077594732
Initiation of Nuclear Envelope Reformation	21	0.42	0.927801878921687
IRS-related events	136	2.72	3.14960314960472
ARMS-mediated activation	16	0.32	0.586932530976404
Formation of HIV elongation complex in the absence of HIV Tat	47	0.94	1.40567363472
IRAK2 mediated activation of TAK1 complex	11	0.22	0.41845195759648
"Cobalamin (Cbl, vitamin B12) transport and metabolism"	27	0.54	1.07304639761222
Proton/oligonucleotide cotransporters	6	0.12	0.328260722659316
Viral Messenger RNA Synthesis	20	0.4	0.728431359084684
NOSTRIN mediated eNOS trafficking	11	0.22	0.708260300356602
Downstream TCR signaling	59	1.18	1.17264744949892
S6K1-mediated signalling	15	0.3	0.788954358370519
Binding and Uptake of Ligands by Scavenger Receptors	75	1.5	2.0922597879824
deletions in the AMER1 gene destabilize the destruction complex	101	2.02	2.78838699624287
RNA Pol II CTD phosphorylation and interaction with CE	36	0.72	1.27839184692555
G beta:gamma signalling through PLC beta	13	0.26	0.564602081296272
Resolution of D-loop structures through Holliday junction intermediates	0	0	0
deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling	101	2.02	2.78838699624287
Activated point mutants of FGFR2	26	0.52	0.95276182860189
Lagging Strand Synthesis	30	0.6	1.37023757808935
Mitochondrial tRNA aminoacylation	29	0.58	1.2303973142934
Translesion synthesis by Pol zeta	0	0	0
Signaling by TGF-beta Receptor Complex in Cancer	73	1.46	1.99192246386269
Interleukin-1 signaling	50	1	1.61624407128354
Antiviral mechanism by IFN-stimulated genes	85	1.7	1.88712068766042
2-LTR circle formation	10	0.2	0.571428571428571
Cytosolic tRNA aminoacylation	27	0.54	0.952119011597236
Tachykinin receptors bind tachykinins	11	0.22	0.464670170494017
Glucagon signaling in metabolic regulation	29	0.58	0.970798114744686
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	7	0.14	0.49528388066742
Assembly of the RAD51-ssDNA nucleoprotein complex	4	0.08	0.340467865366085
Pausing and recovery of Tat-mediated HIV elongation	32	0.64	0.942424142998322
Carnitine synthesis	4	0.08	0.27404751561787
RNA Polymerase III Transcription Initiation From Type 3 Promoter	50	1	1.44278641976601
Reversible hydration of carbon dioxide	28	0.56	1.28030608585189
LDL-mediated lipid transport	3	0.06	0.239897937482095
Mitochondrial transcription termination	0	0	0
Amyloids	47	0.94	1.34634804609525
Hydrolysis of LPC	3	0.06	0.313635691430002
Eukaryotic Translation Elongation	78	1.56	2.24208357906439
Signal Transduction	2221	44.42	49.3596092003185
RNA Polymerase III Chain Elongation	29	0.58	0.970798114744686
Regulation of innate immune responses to cytosolic DNA	18	0.36	0.827092275778864
Mitotic G2-G2/M phases	118	2.36	2.9399430787215
Post-chaperonin tubulin folding pathway	34	0.68	0.740656079818041
