tRNA Aminoacylation	10	0	0	0	3	4	1	0	3	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	2	1	6	1	0	2	0	0	5	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
Signaling by Rho GTPases	16	7	3	7	20	14	7	4	9	0	0	1	0	0	2	2	1	4	5	3	0	1	6	1	1	7	3	12	3	3	1	1	0	7	8	0	3	2	1	2	0	2	2	2	0	2	0	0	2	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	2	2	0	6	0	1	0	1	0
HDMs demethylate histones	4	4	0	1	3	3	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	1	0	1	2	1	2	0	1	0	0	1	1	4	1	2	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	1	0	0	0	0	0
Signaling by ERBB4	21	4	4	3	17	11	7	4	5	2	0	0	1	2	0	3	3	4	5	2	3	4	12	4	1	13	3	19	1	5	1	3	1	15	7	3	2	5	1	2	0	1	4	4	3	2	3	1	3	1	2	1	0	0	1	1	0	0	1	1	2	1	0	1	3	0	1	1	0	1	1	0	0	1	0	0	1	1	3	2	3	2	0	0	0	2	2	0	0	0	2	0	3	1	13	2	1	2	2	3
Laminin interactions	1	1	0	0	11	8	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	3	1	1	0	0	0	2	0	2	1	2	0	2	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	3	1	1	0	0	0
Protein folding	6	1	0	1	6	2	4	1	0	0	0	0	1	0	2	0	1	4	0	0	1	1	4	1	1	4	1	8	0	1	1	0	0	5	6	1	3	1	1	1	0	2	0	0	1	1	1	0	2	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	1
RMTs methylate histone arginines	9	2	0	0	4	3	2	1	0	0	0	0	0	0	0	1	1	5	4	2	0	2	5	0	1	5	0	8	0	0	0	0	0	2	0	0	1	1	3	1	1	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Signaling by NOTCH1 in Cancer	4	2	2	2	11	8	7	0	2	0	0	0	0	0	0	0	0	1	2	0	3	0	2	0	0	5	3	7	2	1	0	3	1	3	5	5	3	1	2	1	0	3	3	5	6	0	1	0	1	1	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0
Visual phototransduction	14	2	1	1	7	3	4	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	12	0	0	6	2	9	0	0	2	1	0	6	5	1	4	2	1	2	2	1	1	3	1	1	2	0	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0
M/G1 Transition	19	1	0	0	7	6	3	2	2	2	0	0	0	0	0	0	0	3	0	0	1	1	3	0	2	4	2	8	0	0	0	0	0	4	7	3	0	2	4	0	0	1	0	3	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	5	0	0	0	0	0
Latent infection of Homo sapiens with Mycobacterium tuberculosis	6	3	0	0	3	2	0	2	0	0	0	0	0	1	0	0	0	0	0	3	1	2	4	0	0	2	3	3	0	1	1	2	0	3	6	1	0	0	0	1	0	0	1	1	1	0	1	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Synthesis of DNA	23	1	0	0	8	9	4	2	2	2	0	0	0	0	0	0	0	3	1	0	2	1	5	0	2	6	3	11	0	0	2	1	0	5	7	4	1	2	5	0	0	1	0	2	3	1	1	0	1	1	1	0	1	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	4	1	0	0	0	0
Diseases associated with visual transduction	14	2	1	1	7	3	4	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	12	0	0	6	2	9	0	0	2	1	0	6	5	1	4	2	1	2	2	1	1	3	1	1	2	0	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0
Signaling by SCF-KIT	22	4	3	3	12	7	8	4	5	3	0	0	1	2	0	3	3	2	2	2	3	5	10	4	2	11	3	18	1	3	1	3	1	13	7	3	2	6	1	3	0	2	3	2	4	2	3	1	3	1	2	1	0	0	1	1	0	0	1	0	1	1	1	1	2	0	1	1	0	0	1	0	0	1	0	0	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	3	1	13	2	1	2	2	3
Signaling by WNT in cancer	33	5	5	2	15	15	4	3	3	2	0	0	1	2	3	0	3	10	7	1	1	4	9	1	3	11	5	26	1	2	4	1	0	16	17	5	3	3	8	0	1	3	2	4	6	4	5	0	1	1	0	0	2	0	0	1	1	1	0	1	1	0	0	0	2	0	0	2	0	2	0	0	0	2	0	1	0	1	1	2	1	1	0	0	1	4	1	1	0	0	0	1	1	1	9	1	1	0	0	1
Scavenging of heme from plasma	6	0	0	0	3	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
RNA Polymerase II Transcription	21	0	3	3	6	4	6	2	4	0	0	0	0	0	0	0	1	1	2	2	1	0	7	0	1	6	3	9	0	2	1	3	0	6	6	3	2	2	5	1	0	3	1	2	3	2	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	4	0	0	0	1	0
